variable_name,status,dtype_2024,dtype_2025,dtype_changed,label_2024,label_2025,label_changed
AJB2_WSWHDY,common,integer,integer,False,"Status Flag for EJB2_DYSWKD, EJB2_WSWHFRI, EJB2_WSWHMON, EJB2_WSWHSAT, EJB2_WSWHSUN, EJB2_WSWHTHU, EJB2_WSWHTUE, EJB2_WSWHWED,","Status Flag for EJB2_DYSWKD, EJB2_WSWHFRI, EJB2_WSWHMON, EJB2_WSWHSAT, EJB2_WSWHSUN, EJB2_WSWHTHU, EJB2_WSWHTUE, EJB2_WSWHWED,",False
AJB3_ANNSAL1,common,integer,integer,False,Status Flag for TJB3_ANNSAL1,Status Flag for TJB3_ANNSAL1,False
AJB3_ANNSAL2,common,integer,integer,False,Status Flag for TJB3_ANNSAL2,Status Flag for TJB3_ANNSAL2,False
AJB3_ANNSAL3,common,integer,integer,False,Status Flag for TJB3_ANNSAL3,Status Flag for TJB3_ANNSAL3,False
AJB3_AWOP1,common,integer,integer,False,Status Flag for EJB3_AWOP1,Status Flag for EJB3_AWOP1,False
AJB3_AWOP2,common,integer,integer,False,Status Flag for EJB3_AWOP2,Status Flag for EJB3_AWOP2,False
AJB3_AWOP3,common,integer,integer,False,Status Flag for EJB3_AWOP3,Suppressed,True
AJB3_AWOPEM1,common,integer,integer,False,Status Flag for EJB3_AWOPEM1,Status Flag for EJB3_AWOPEM1,False
AJB3_AWOPEM2,common,integer,integer,False,Status Flag for EJB3_AWOPEM2,Suppressed,True
AJB3_AWOPEM3,common,integer,integer,False,Suppressed,Suppressed,False
AJB3_AWOPEW1,common,integer,integer,False,Status Flag for EJB3_AWOPEW1,Status Flag for EJB3_AWOPEW1,False
AJB3_AWOPEW2,common,integer,integer,False,Status Flag for EJB3_AWOPEW2,Suppressed,True
AJB3_AWOPEW3,common,integer,integer,False,Suppressed,Suppressed,False
AJB3_AWOPRE1,common,integer,integer,False,Status Flag for EJB3_AWOPRE1,Status Flag for EJB3_AWOPRE1,False
AJB3_AWOPRE2,common,integer,integer,False,Status Flag for EJB3_AWOPRE2,Suppressed,True
AJB3_AWOPRE3,common,integer,integer,False,Suppressed,Suppressed,False
AJB3_AWOPSM1,common,integer,integer,False,Status Flag for EJB3_AWOPSM1,Status Flag for EJB3_AWOPSM1,False
AJB3_AWOPSM2,common,integer,integer,False,Status Flag for EJB3_AWOPSM2,Suppressed,True
AJB3_AWOPSM3,common,integer,integer,False,Suppressed,Suppressed,False
AJB3_AWOPSW1,common,integer,integer,False,Status Flag for EJB3_AWOPSW1,Status Flag for EJB3_AWOPSW1,False
AJB3_AWOPSW2,common,integer,integer,False,Status Flag for EJB3_AWOPSW2,Suppressed,True
AJB3_AWOPSW3,common,integer,integer,False,Suppressed,Suppressed,False
AJB3_BMONTH,common,integer,integer,False,Status Flag for EJB3_BMONTH,Status Flag for EJB3_BMONTH,False
AJB3_BSLRYB,common,integer,integer,False,Status Flag for EJB3_BSLRYB,Status Flag for EJB3_BSLRYB,False
AJB3_BWKLY1,common,integer,integer,False,Status Flag for TJB3_BWKLY1,Status Flag for TJB3_BWKLY1,False
AJB3_BWKLY2,common,integer,integer,False,Status Flag for TJB3_BWKLY2,Suppressed,True
AJB3_BWKLY3,common,integer,integer,False,Suppressed,Suppressed,False
AJB3_BXAMT,common,integer,integer,False,Status Flag for TJB3_BXAMT,Status Flag for TJB3_BXAMT,False
AJB3_BXMTH,common,integer,integer,False,Status Flag for EJB3_BXMTH,Status Flag for EJB3_BXMTH,False
AJB3_CEXPAY,common,integer,integer,False,Status Flag for EJB3_CEXPAY,Status Flag for EJB3_CEXPAY,False
AJB3_CFLG,common,integer,integer,False,Status Flag for RJB3_CFLG,Status Flag for RJB3_CFLG,False
AJB3_CHEARN1,common,integer,integer,False,Status Flag for EJB3_CHEARN1,Status Flag for EJB3_CHEARN1,False
AJB3_CHEARN2,common,integer,integer,False,Status Flag for EJB3_CHEARN2,Status Flag for EJB3_CHEARN2,False
AJB3_CHERMN1,common,integer,integer,False,Status Flag for EJB3_CHERMN1,Status Flag for EJB3_CHERMN1,False
AJB3_CHERMN2,common,integer,integer,False,Status Flag for EJB3_CHERMN2,Status Flag for EJB3_CHERMN2,False
AJB3_CHERWK1,common,integer,integer,False,Status Flag for EJB3_CHERWK1,Status Flag for EJB3_CHERWK1,False
AJB3_CHERWK2,common,integer,integer,False,Status Flag for EJB3_CHERWK2,Status Flag for EJB3_CHERWK2,False
AJB3_CHHOMN1,common,integer,integer,False,Status Flag for EJB3_CHHOMN1,Status Flag for EJB3_CHHOMN1,False
AJB3_CHHOMN2,common,integer,integer,False,Status Flag for EJB3_CHHOMN2,Status Flag for EJB3_CHHOMN2,False
AJB3_CHHOUR1,common,integer,integer,False,Status Flag for EJB3_CHHOUR1,Status Flag for EJB3_CHHOUR1,False
AJB3_CHHOUR2,common,integer,integer,False,Status Flag for EJB3_CHHOUR2,Status Flag for EJB3_CHHOUR2,False
AJB3_CHHOWK1,common,integer,integer,False,Status Flag for EJB3_CHHOWK1,Status Flag for EJB3_CHHOWK1,False
AJB3_CHHOWK2,common,integer,integer,False,Status Flag for EJB3_CHHOWK2,Status Flag for EJB3_CHHOWK2,False
AJB3_CLWRK,common,integer,integer,False,Status Flag for EJB3_CLWRK,Status Flag for EJB3_CLWRK,False
AJB3_CNTRC,common,integer,integer,False,Status Flag for EJB3_CNTRC,Status Flag for EJB3_CNTRC,False
AJB3_CONCHK,common,integer,integer,False,Status Flag for EJB3_CONCHK,Status Flag for EJB3_CONCHK,False
AJB3_CXAMT,common,integer,integer,False,Status Flag for TJB3_CXAMT,Status Flag for TJB3_CXAMT,False
AJB3_CXMTH,common,integer,integer,False,Status Flag for EJB3_CXMTH,Status Flag for EJB3_CXMTH,False
AJB3_EMONTH,common,integer,integer,False,Status Flag for EJB3_EMONTH,Status Flag for EJB3_EMONTH,False
AJB3_EMPALL,common,integer,integer,False,Status Flag for TJB3_EMPALL,Status Flag for TJB3_EMPALL,False
AJB3_EMPB,common,integer,integer,False,Status Flag for TJB3_EMPB,Status Flag for TJB3_EMPB,False
AJB3_EMPLOC,common,integer,integer,False,Status Flag for EJB3_EMPLOC,Status Flag for EJB3_EMPLOC,False
AJB3_EMPSIZE,common,integer,integer,False,Status Flag for EJB3_EMPSIZE,Status Flag for EJB3_EMPSIZE,False
AJB3_ENDWK,common,integer,integer,False,Status Flag for EJB3_ENDWK,Status Flag for EJB3_ENDWK,False
AJB3_GAMT1,common,integer,integer,False,Status Flag for TJB3_GAMT1,Status Flag for TJB3_GAMT1,False
AJB3_HOURLY1,common,integer,integer,False,Status Flag for TJB3_HOURLY1,Status Flag for TJB3_HOURLY1,False
AJB3_HOURLY2,common,integer,integer,False,Status Flag for TJB3_HOURLY2,Status Flag for TJB3_HOURLY2,False
AJB3_HOURLY3,common,integer,integer,False,Suppressed,Status Flag for TJB3_HOURLY3,True
AJB3_HPRTB,common,integer,integer,False,Status Flag for EJB3_HPRTB,Status Flag for EJB3_HPRTB,False
AJB3_IMBMIC,common,integer,integer,False,Status Flag for TJB3_IMBMIC,Status Flag for TJB3_IMBMIC,False
AJB3_INCPB,common,integer,integer,False,Status Flag for EJB3_INCPB,Status Flag for EJB3_INCPB,False
AJB3_IND,common,integer,integer,False,Status Flag for TJB3_IND,Status Flag for TJB3_IND,False
AJB3_JBORSE,common,integer,integer,False,Status Flag for EJB3_JBORSE,Status Flag for EJB3_JBORSE,False
AJB3_JOBHRS1,common,integer,integer,False,Status Flag for TJB3_JOBHRS1,Status Flag for TJB3_JOBHRS1,False
AJB3_JOBHRS2,common,integer,integer,False,Status Flag for TJB3_JOBHRS2,Status Flag for TJB3_JOBHRS2,False
AJB3_JOBHRS3,common,integer,integer,False,Status Flag for TJB3_JOBHRS3,Status Flag for TJB3_JOBHRS3,False
AJB3_JOBID,common,integer,integer,False,Status Flag for EJB3_JOBID,Status Flag for EJB3_JOBID,False
AJB3_MSUM,common,integer,integer,False,Status Flag for TJB3_MSUM,Status Flag for TJB3_MSUM,False
AJB3_MSUMALT,common,integer,integer,False,Status Flag for TJB3_MSUMALT,Status Flag for TJB3_MSUMALT,False
AJB3_MTHLY1,common,integer,integer,False,Status Flag for TJB3_MTHLY1,Status Flag for TJB3_MTHLY1,False
AJB3_MTHLY2,common,integer,integer,False,Status Flag for TJB3_MTHLY2,Suppressed,True
AJB3_MTHLY3,common,integer,integer,False,Suppressed,Suppressed,False
AJB3_MWKHRS,common,integer,integer,False,Status Flag for TJB3_MWKHRS,Status Flag for TJB3_MWKHRS,False
AJB3_NETGRO1,common,integer,integer,False,Status Flag for EJB3_NETGRO1,Status Flag for EJB3_NETGRO1,False
AJB3_NETGRO2,common,integer,integer,False,Status Flag for EJB3_NETGRO2,Status Flag for EJB3_NETGRO2,False
AJB3_NETGRO3,common,integer,integer,False,Status Flag for EJB3_NETGRO3,Status Flag for EJB3_NETGRO3,False
AJB3_OCC,common,integer,integer,False,Status Flag for TJB3_OCC,Status Flag for TJB3_OCC,False
AJB3_OEXPAY,common,integer,integer,False,Status Flag for EJB3_OEXPAY,Status Flag for EJB3_OEXPAY,False
AJB3_OINCAMT,common,integer,integer,False,Status Flag for TJB3_OINCAMT,Status Flag for TJB3_OINCAMT,False
AJB3_OINCB,common,integer,integer,False,Status Flag for EJB3_OINCB,Status Flag for EJB3_OINCB,False
AJB3_OTHER1,common,integer,integer,False,Status Flag for TJB3_OTHER1,Status Flag for TJB3_OTHER1,False
AJB3_OTHER2,common,integer,integer,False,Suppressed,Status Flag for TJB3_OTHER2,True
AJB3_OTHER3,common,integer,integer,False,Suppressed,Suppressed,False
AJB3_OXAMT,common,integer,integer,False,Status Flag for TJB3_OXAMT,Status Flag for TJB3_OXAMT,False
AJB3_OXMTH,common,integer,integer,False,Status Flag for EJB3_OXMTH,Status Flag for EJB3_OXMTH,False
AJB3_PARTB1,common,integer,integer,False,Status Flag for EJB3_PARTB1,Status Flag for EJB3_PARTB1,False
AJB3_PARTB2,common,integer,integer,False,Suppressed,Suppressed,False
AJB3_PARTB3,common,integer,integer,False,Suppressed,Suppressed,False
AJB3_PAYHR1,common,integer,integer,False,Status Flag for EJB3_PAYHR1,Status Flag for EJB3_PAYHR1,False
AJB3_PAYHR2,common,integer,integer,False,Status Flag for EJB3_PAYHR2,Status Flag for EJB3_PAYHR2,False
AJB3_PAYHR3,common,integer,integer,False,Status Flag for EJB3_PAYHR3,Status Flag for EJB3_PAYHR3,False
AJB3_PFTBCHK,common,integer,integer,False,Status Flag for EJB3_PFTBCHK,Status Flag for EJB3_PFTBCHK,False
AJB3_PFTLOSS,common,integer,integer,False,Status Flag for EJB3_PFTLOSS,Status Flag for EJB3_PFTLOSS,False
AJB3_PRFTB,common,integer,integer,False,Status Flag for TJB3_PRFTB,Status Flag for TJB3_PRFTB,False
AJB3_PROPB,common,integer,integer,False,Status Flag for EJB3_PROPB,Status Flag for EJB3_PROPB,False
AJB3_PTRESN1,common,integer,integer,False,Status Flag for EJB3_PTRESN1,Status Flag for EJB3_PTRESN1,False
AJB3_PTRESN2,common,integer,integer,False,Status Flag for EJB3_PTRESN2,Status Flag for EJB3_PTRESN2,False
AJB3_PTRESN3,common,integer,integer,False,Status Flag for EJB3_PTRESN3,Status Flag for EJB3_PTRESN3,False
AJB3_PVMILE,common,integer,integer,False,Status Flag for TJB3_PVMILE,Status Flag for TJB3_PVMILE,False
AJB3_PVOEXP,common,integer,integer,False,Status Flag for EJB3_PVOEXP,Status Flag for EJB3_PVOEXP,False
AJB3_PVOEXPC,common,integer,integer,False,Status Flag for TJB3_PVOEXPC,Status Flag for TJB3_PVOEXPC,False
AJB3_PVOTHRC,common,integer,integer,False,Status Flag for TJB3_PVOTHRC,Status Flag for TJB3_PVOTHRC,False
AJB3_PVPARK,common,integer,integer,False,Status Flag for EJB3_PVPARK,Status Flag for EJB3_PVPARK,False
AJB3_PVPARKC,common,integer,integer,False,Status Flag for TJB3_PVPARKC,Status Flag for TJB3_PVPARKC,False
AJB3_PVTIME,common,integer,integer,False,Status Flag for TJB3_PVTIME,Status Flag for TJB3_PVTIME,False
AJB3_PVTRPRM,common,integer,integer,False,Status Flag for EJB3_PVTRPRM,Status Flag for EJB3_PVTRPRM,False
AJB3_PVWKTRT,common,integer,integer,False,"Status Flag for EJB3_PVWKTR1, EJB3_PVWKTR2, EJB3_PVWKTR3, EJB3_PVWKTR4, EJB3_PVWKTR5, EJB3_PVWKTR6, EJB3_PVWKTR7, EJB3_PVWKTR8, EJB3_PVWKTR9, EJB3_PVWKTRA, EJB3_PVWKTRT,","Status Flag for EJB3_PVWKTR1, EJB3_PVWKTR2, EJB3_PVWKTR3, EJB3_PVWKTR4, EJB3_PVWKTR5, EJB3_PVWKTR6, EJB3_PVWKTR7, EJB3_PVWKTR8, EJB3_PVWKTR9, EJB3_PVWKTRA, EJB3_PVWKTRT,",False
AJB3_REIMBMI,common,integer,integer,False,Status Flag for EJB3_REIMBMI,Status Flag for EJB3_REIMBMI,False
AJB3_RENDB,common,integer,integer,False,Status Flag for EJB3_RENDB,Status Flag for EJB3_RENDB,False
AJB3_RSEND,common,integer,integer,False,Status Flag for EJB3_RSEND,Status Flag for EJB3_RSEND,False
AJB3_SCRNR,common,integer,integer,False,Status Flag for EJB3_SCRNR,Status Flag for EJB3_SCRNR,False
AJB3_SMTHLY1,common,integer,integer,False,Status Flag for TJB3_SMTHLY1,Status Flag for TJB3_SMTHLY1,False
AJB3_SMTHLY2,common,integer,integer,False,Status Flag for TJB3_SMTHLY2,Status Flag for TJB3_SMTHLY2,False
AJB3_SMTHLY3,common,integer,integer,False,Suppressed,Suppressed,False
AJB3_STARTWK,common,integer,integer,False,Status Flag for EJB3_STARTWK,Status Flag for EJB3_STARTWK,False
AJB3_STRTJAN,common,integer,integer,False,Status Flag for EJB3_STRTJAN,Status Flag for EJB3_STRTJAN,False
AJB3_STRTMON,common,integer,integer,False,Status Flag for EJB3_STRTMON,Status Flag for EJB3_STRTMON,False
AJB3_STRTYR,common,integer,integer,False,Status Flag for TJB3_STRTYR,Status Flag for TJB3_STRTYR,False
AJB3_TEXPAY,common,integer,integer,False,Status Flag for EJB3_TEXPAY,Status Flag for EJB3_TEXPAY,False
AJB3_TXAMT,common,integer,integer,False,Status Flag for TJB3_TXAMT,Status Flag for TJB3_TXAMT,False
AJB3_TXMTH,common,integer,integer,False,Status Flag for EJB3_TXMTH,Suppressed,True
AJB3_TYPPAY1,common,integer,integer,False,Status Flag for EJB3_TYPPAY1,Status Flag for EJB3_TYPPAY1,False
AJB3_TYPPAY2,common,integer,integer,False,Status Flag for EJB3_TYPPAY2,Status Flag for EJB3_TYPPAY2,False
AJB3_TYPPAY3,common,integer,integer,False,Status Flag for EJB3_TYPPAY3,Status Flag for EJB3_TYPPAY3,False
AJB3_TYPPAY4,common,integer,integer,False,Status Flag for EJB3_TYPPAY4,Status Flag for EJB3_TYPPAY4,False
AJB3_TYPPAY5,common,integer,integer,False,Status Flag for EJB3_TYPPAY5,Status Flag for EJB3_TYPPAY5,False
AJB3_UNION,common,integer,integer,False,Status Flag for EJB3_UNION,Status Flag for EJB3_UNION,False
AJB3_WKHRS1,common,integer,integer,False,Status Flag for TJB3_WKHRS1,Status Flag for TJB3_WKHRS1,False
AJB3_WKHRS2,common,integer,integer,False,Status Flag for TJB3_WKHRS2,Status Flag for TJB3_WKHRS2,False
AJB3_WKHRS3,common,integer,integer,False,Status Flag for TJB3_WKHRS3,Status Flag for TJB3_WKHRS3,False
AJB3_WKHRS4,common,integer,integer,False,Status Flag for TJB3_WKHRS4,Status Flag for TJB3_WKHRS4,False
AJB3_WKHRS5,common,integer,integer,False,Status Flag for TJB3_WKHRS5,Status Flag for TJB3_WKHRS5,False
AJB3_WKLY1,common,integer,integer,False,Status Flag for TJB3_WKLY1,Status Flag for TJB3_WKLY1,False
AJB3_WKLY2,common,integer,integer,False,Status Flag for TJB3_WKLY2,Status Flag for TJB3_WKLY2,False
AJB3_WKLY3,common,integer,integer,False,Status Flag for TJB3_WKLY3,Suppressed,True
AJB3_WKSUM1,common,integer,integer,False,Status Flag for TJB3_WKSUM1,Status Flag for TJB3_WKSUM1,False
AJB3_WKSUM2,common,integer,integer,False,Status Flag for TJB3_WKSUM2,Status Flag for TJB3_WKSUM2,False
AJB3_WKSUM3,common,integer,integer,False,Status Flag for TJB3_WKSUM3,Status Flag for TJB3_WKSUM3,False
AJB3_WKSUM4,common,integer,integer,False,Status Flag for TJB3_WKSUM4,Status Flag for TJB3_WKSUM4,False
AJB3_WKSUM5,common,integer,integer,False,Status Flag for TJB3_WKSUM5,Status Flag for TJB3_WKSUM5,False
AJB3_WSBEG,common,integer,integer,False,Status Flag for TJB3_WSBEG,Status Flag for TJB3_WSBEG,False
AJB3_WSEND,common,integer,integer,False,Status Flag for TJB3_WSEND,Status Flag for TJB3_WSEND,False
AJB3_WSHMDY,common,integer,integer,False,"Status Flag for EJB3_DYSWKDH, EJB3_WSHMFRI, EJB3_WSHMMON, EJB3_WSHMSAT, EJB3_WSHMSUN, EJB3_WSHMTHU, EJB3_WSHMTUE, EJB3_WSHMWED,","Status Flag for EJB3_DYSWKDH, EJB3_WSHMFRI, EJB3_WSHMMON, EJB3_WSHMSAT, EJB3_WSHMSUN, EJB3_WSHMTHU, EJB3_WSHMTUE, EJB3_WSHMWED,",False
AJB3_WSHMWRK,common,integer,integer,False,Status Flag for EJB3_WSHMWRK,Status Flag for EJB3_WSHMWRK,False
AJB3_WSJOB,common,integer,integer,False,Status Flag for EJB3_WSJOB,Status Flag for EJB3_WSJOB,False
AJB3_WSMNR,common,integer,integer,False,Status Flag for EJB3_WSMNR,Status Flag for EJB3_WSMNR,False
AJB3_WSWHDY,common,integer,integer,False,"Status Flag for EJB3_DYSWKD, EJB3_WSWHFRI, EJB3_WSWHMON, EJB3_WSWHSAT, EJB3_WSWHSUN, EJB3_WSWHTHU, EJB3_WSWHTUE, EJB3_WSWHWED,","Status Flag for EJB3_DYSWKD, EJB3_WSWHFRI, EJB3_WSWHMON, EJB3_WSWHSAT, EJB3_WSWHSUN, EJB3_WSWHTHU, EJB3_WSWHTUE, EJB3_WSWHWED,",False
AJB4_ANNSAL1,common,integer,integer,False,Status Flag for TJB4_ANNSAL1,Status Flag for TJB4_ANNSAL1,False
AJB4_ANNSAL2,common,integer,integer,False,Suppressed,Suppressed,False
AJB4_ANNSAL3,common,integer,integer,False,Suppressed,Suppressed,False
AJB4_AWOP1,common,integer,integer,False,Status Flag for EJB4_AWOP1,Status Flag for EJB4_AWOP1,False
AJB4_AWOP2,common,integer,integer,False,Status Flag for EJB4_AWOP2,Status Flag for EJB4_AWOP2,False
AJB4_AWOP3,common,integer,integer,False,Suppressed,Suppressed,False
AJB4_AWOPEM1,common,integer,integer,False,Status Flag for EJB4_AWOPEM1,Status Flag for EJB4_AWOPEM1,False
AJB4_AWOPEM2,common,integer,integer,False,Suppressed,Suppressed,False
AJB4_AWOPEM3,common,integer,integer,False,Suppressed,Suppressed,False
AJB4_AWOPEW1,common,integer,integer,False,Status Flag for EJB4_AWOPEW1,Status Flag for EJB4_AWOPEW1,False
AJB4_AWOPEW2,common,integer,integer,False,Suppressed,Suppressed,False
AJB4_AWOPEW3,common,integer,integer,False,Suppressed,Suppressed,False
AJB4_AWOPRE1,common,integer,integer,False,Status Flag for EJB4_AWOPRE1,Status Flag for EJB4_AWOPRE1,False
AJB4_AWOPRE2,common,integer,integer,False,Suppressed,Suppressed,False
AJB4_AWOPRE3,common,integer,integer,False,Suppressed,Suppressed,False
AJB4_AWOPSM1,common,integer,integer,False,Status Flag for EJB4_AWOPSM1,Status Flag for EJB4_AWOPSM1,False
AJB4_AWOPSM2,common,integer,integer,False,Suppressed,Suppressed,False
AJB4_AWOPSM3,common,integer,integer,False,Suppressed,Suppressed,False
AJB4_AWOPSW1,common,integer,integer,False,Status Flag for EJB4_AWOPSW1,Status Flag for EJB4_AWOPSW1,False
AJB4_AWOPSW2,common,integer,integer,False,Suppressed,Suppressed,False
AJB4_AWOPSW3,common,integer,integer,False,Suppressed,Suppressed,False
AJB4_BMONTH,common,integer,integer,False,Status Flag for EJB4_BMONTH,Status Flag for EJB4_BMONTH,False
AJB4_BSLRYB,common,integer,integer,False,Status Flag for EJB4_BSLRYB,Status Flag for EJB4_BSLRYB,False
AJB4_BWKLY1,common,integer,integer,False,Status Flag for TJB4_BWKLY1,Status Flag for TJB4_BWKLY1,False
AJB4_BWKLY2,common,integer,integer,False,Suppressed,Status Flag for TJB4_BWKLY2,True
AJB4_BWKLY3,common,integer,integer,False,Suppressed,Suppressed,False
AJB4_BXAMT,common,integer,integer,False,Status Flag for TJB4_BXAMT,Status Flag for TJB4_BXAMT,False
AJB4_BXMTH,common,integer,integer,False,Status Flag for EJB4_BXMTH,Status Flag for EJB4_BXMTH,False
AJB4_CEXPAY,common,integer,integer,False,Status Flag for EJB4_CEXPAY,Status Flag for EJB4_CEXPAY,False
AJB4_CFLG,common,integer,integer,False,Status Flag for RJB4_CFLG,Status Flag for RJB4_CFLG,False
AJB4_CHEARN1,common,integer,integer,False,Status Flag for EJB4_CHEARN1,Status Flag for EJB4_CHEARN1,False
AJB4_CHEARN2,common,integer,integer,False,Status Flag for EJB4_CHEARN2,Status Flag for EJB4_CHEARN2,False
AJB4_CHERMN1,common,integer,integer,False,Status Flag for EJB4_CHERMN1,Status Flag for EJB4_CHERMN1,False
AJB4_CHERMN2,common,integer,integer,False,Status Flag for EJB4_CHERMN2,Suppressed,True
AJB4_CHERWK1,common,integer,integer,False,Status Flag for EJB4_CHERWK1,Status Flag for EJB4_CHERWK1,False
AJB4_CHERWK2,common,integer,integer,False,Status Flag for EJB4_CHERWK2,Suppressed,True
AJB4_CHHOMN1,common,integer,integer,False,Status Flag for EJB4_CHHOMN1,Status Flag for EJB4_CHHOMN1,False
AJB4_CHHOMN2,common,integer,integer,False,Status Flag for EJB4_CHHOMN2,Suppressed,True
AJB4_CHHOUR1,common,integer,integer,False,Status Flag for EJB4_CHHOUR1,Status Flag for EJB4_CHHOUR1,False
AJB4_CHHOUR2,common,integer,integer,False,Status Flag for EJB4_CHHOUR2,Status Flag for EJB4_CHHOUR2,False
AJB4_CHHOWK1,common,integer,integer,False,Status Flag for EJB4_CHHOWK1,Status Flag for EJB4_CHHOWK1,False
AJB4_CHHOWK2,common,integer,integer,False,Status Flag for EJB4_CHHOWK2,Suppressed,True
AJB4_CLWRK,common,integer,integer,False,Status Flag for EJB4_CLWRK,Status Flag for EJB4_CLWRK,False
AJB4_CNTRC,common,integer,integer,False,Status Flag for EJB4_CNTRC,Status Flag for EJB4_CNTRC,False
AJB4_CONCHK,common,integer,integer,False,Status Flag for EJB4_CONCHK,Suppressed,True
AJB4_CXAMT,common,integer,integer,False,Status Flag for TJB4_CXAMT,Status Flag for TJB4_CXAMT,False
AJB4_CXMTH,common,integer,integer,False,Status Flag for EJB4_CXMTH,Status Flag for EJB4_CXMTH,False
AJB4_EMONTH,common,integer,integer,False,Status Flag for EJB4_EMONTH,Status Flag for EJB4_EMONTH,False
AJB4_EMPALL,common,integer,integer,False,Status Flag for TJB4_EMPALL,Status Flag for TJB4_EMPALL,False
AJB4_EMPB,common,integer,integer,False,Status Flag for TJB4_EMPB,Status Flag for TJB4_EMPB,False
AJB4_EMPLOC,common,integer,integer,False,Status Flag for EJB4_EMPLOC,Status Flag for EJB4_EMPLOC,False
AJB4_EMPSIZE,common,integer,integer,False,Status Flag for EJB4_EMPSIZE,Status Flag for EJB4_EMPSIZE,False
AJB4_ENDWK,common,integer,integer,False,Status Flag for EJB4_ENDWK,Status Flag for EJB4_ENDWK,False
AJB4_GAMT1,common,integer,integer,False,Status Flag for TJB4_GAMT1,Status Flag for TJB4_GAMT1,False
AJB4_HOURLY1,common,integer,integer,False,Status Flag for TJB4_HOURLY1,Status Flag for TJB4_HOURLY1,False
AJB4_HOURLY2,common,integer,integer,False,Status Flag for TJB4_HOURLY2,Status Flag for TJB4_HOURLY2,False
AJB4_HOURLY3,common,integer,integer,False,Status Flag for TJB4_HOURLY3,Suppressed,True
AJB4_HPRTB,common,integer,integer,False,Status Flag for EJB4_HPRTB,Status Flag for EJB4_HPRTB,False
AJB4_IMBMIC,common,integer,integer,False,Status Flag for TJB4_IMBMIC,Suppressed,True
AJB4_INCPB,common,integer,integer,False,Status Flag for EJB4_INCPB,Status Flag for EJB4_INCPB,False
AJB4_IND,common,integer,integer,False,Status Flag for TJB4_IND,Status Flag for TJB4_IND,False
AJB4_JBORSE,common,integer,integer,False,Status Flag for EJB4_JBORSE,Status Flag for EJB4_JBORSE,False
AJB4_JOBHRS1,common,integer,integer,False,Status Flag for TJB4_JOBHRS1,Status Flag for TJB4_JOBHRS1,False
AJB4_JOBHRS2,common,integer,integer,False,Status Flag for TJB4_JOBHRS2,Status Flag for TJB4_JOBHRS2,False
