"relative_path","size_bytes","extension","publish_status","github_path","reason"
"script\11_idea_scan\__pycache__\22_aca_reinsurance_fast_test.cpython-314.pyc","31724",".pyc","excluded","","excluded_cache"
"script\11_idea_scan\__pycache__\23_arkansas_medicaid_work_requirement_test.cpython-314.pyc","28386",".pyc","excluded","","excluded_cache"
"script\11_idea_scan\__pycache__\24_arpa_400fpl_cliff_diffdisc_test.cpython-314.pyc","38634",".pyc","excluded","","excluded_cache"
"script\11_idea_scan\__pycache__\25_arpa_low_income_nonexpansion_test.cpython-314.pyc","28223",".pyc","excluded","","excluded_cache"
"script\11_idea_scan\__pycache__\26_arpa_400fpl_employer_mechanism_test.cpython-314.pyc","31019",".pyc","excluded","","excluded_cache"
"script\11_idea_scan\__pycache__\27_arpa_400fpl_rd_diagnostics.cpython-314.pyc","26998",".pyc","excluded","","excluded_cache"
"script\11_idea_scan\__pycache__\28_arpa_400fpl_premium_gradient_test.cpython-314.pyc","27727",".pyc","excluded","","excluded_cache"
"script\11_idea_scan\__pycache__\29_late_medicaid_expansion_threshold_test.cpython-314.pyc","35176",".pyc","excluded","","excluded_cache"
"script\11_idea_scan\__pycache__\30_late_medicaid_expansion_robustness.cpython-314.pyc","10759",".pyc","excluded","","excluded_cache"
"script\11_idea_scan\__pycache__\31_public_charge_immigrant_chilling_test.cpython-314.pyc","39997",".pyc","excluded","","excluded_cache"
"script\11_idea_scan\__pycache__\32_georgia_pathways_work_requirement_test.cpython-314.pyc","36083",".pyc","excluded","","excluded_cache"
"script\11_idea_scan\__pycache__\33_medicare_age65_threshold_test.cpython-314.pyc","32894",".pyc","excluded","","excluded_cache"
"script\11_idea_scan\__pycache__\34_ira_insulin_medicare_fast_test.cpython-314.pyc","35565",".pyc","excluded","","excluded_cache"
"script\11_idea_scan\__pycache__\35_arpa_ui_marketplace_subsidy_test.cpython-314.pyc","33096",".pyc","excluded","","excluded_cache"
"script\11_idea_scan\__pycache__\36_low_income_sep_150fpl_test.cpython-314.pyc","33785",".pyc","excluded","","excluded_cache"
"script\11_idea_scan\__pycache__\37_arpa_cobra_subsidy_test.cpython-314.pyc","50704",".pyc","excluded","","excluded_cache"
"script\11_idea_scan\__pycache__\38_family_glitch_premium_burden_test.cpython-314.pyc","48595",".pyc","excluded","","excluded_cache"
"script\11_idea_scan\__pycache__\39_student_loan_repayment_resumption_test.cpython-314.pyc","62154",".pyc","excluded","","excluded_cache"
"script\11_idea_scan\__pycache__\40_arpa_400fpl_source_decomposition_test.cpython-314.pyc","56683",".pyc","excluded","","excluded_cache"
"script\11_idea_scan\__pycache__\41_arpa_400fpl_robustness_pack.cpython-314.pyc","26950",".pyc","excluded","","excluded_cache"
"script\11_idea_scan\__pycache__\42_arpa_400fpl_paper_tables_figures.cpython-314.pyc","22638",".pyc","excluded","","excluded_cache"
"script\11_idea_scan\__pycache__\43_arpa_400fpl_export_manuscript_package.cpython-314.pyc","18519",".pyc","excluded","","excluded_cache"
"script\11_idea_scan\__pycache__\44_arpa_100150_nonexpansion_screen.cpython-314.pyc","29118",".pyc","excluded","","excluded_cache"
"script\__pycache__\build_enriched_compact_metadata.cpython-314.pyc","17435",".pyc","excluded","","excluded_cache"
"script\__pycache__\pipeline_lib.cpython-314.pyc","115601",".pyc","excluded","","excluded_cache"
"script\__pycache__\run_pipeline.cpython-314.pyc","240",".pyc","excluded","","excluded_cache"
"script\__pycache__\run_remaining_phases.cpython-314.pyc","486",".pyc","excluded","","excluded_cache"
"script\build_enriched_compact_metadata.py","12714",".py","included","script/build_enriched_compact_metadata.py","published_python_script"
"script\pipeline_lib.py","79043",".py","included","script/pipeline_lib.py","published_python_script"
"script\run_pipeline.py","77",".py","included","script/run_pipeline.py","published_python_script"
"script\run_remaining_phases.py","306",".py","included","script/run_remaining_phases.py","published_python_script"
"temp\aca_premium_puf\2018_plan-attributes-puf.zip","876145",".zip","excluded","","excluded_large_or_raw_format"
"temp\aca_premium_puf\2018_rate-puf.zip","15703636",".zip","excluded","","excluded_large_or_raw_format"
"temp\aca_premium_puf\2019_plan-attributes-puf.zip","833850",".zip","excluded","","excluded_large_or_raw_format"
"temp\aca_premium_puf\2019_rate-puf.zip","12128641",".zip","excluded","","excluded_large_or_raw_format"
"temp\aca_premium_puf\2020_plan-attributes-puf.zip","1078339",".zip","excluded","","excluded_large_or_raw_format"
"temp\aca_premium_puf\2020_rate-puf.zip","12392451",".zip","excluded","","excluded_large_or_raw_format"
"temp\aca_premium_puf\2021_plan-attributes-puf.zip","1167753",".zip","excluded","","excluded_large_or_raw_format"
"temp\aca_premium_puf\2021_rate-puf.zip","15201799",".zip","excluded","","excluded_large_or_raw_format"
"temp\aca_premium_puf\2022_plan-attributes-puf.zip","1434626",".zip","excluded","","excluded_large_or_raw_format"
"temp\aca_premium_puf\2022_rate-puf.zip","20041168",".zip","excluded","","excluded_large_or_raw_format"
"temp\aca_premium_puf\2023_plan-attributes-puf.zip","1536445",".zip","excluded","","excluded_large_or_raw_format"
"temp\aca_premium_puf\2023_rate-puf.zip","20497409",".zip","excluded","","excluded_large_or_raw_format"
"temp\aca_premium_puf\plan-attributes-puf.zip","1536445",".zip","excluded","","excluded_large_or_raw_format"
"temp\aca_premium_puf\rate-puf.zip","20497409",".zip","excluded","","excluded_large_or_raw_format"
"temp\raw_downloads\census_sipp\2018\primary\pu2018_csv.zip","164090517",".zip","excluded","","excluded_large_or_raw_format"
"temp\raw_downloads\census_sipp\2018\replicate_weights\rw2018_csv.zip","1047805606",".zip","excluded","","excluded_large_or_raw_format"
"temp\raw_downloads\census_sipp\2019\longitudinal_replicate_weights\lgtrw2019yr2_csv.zip","46407449",".zip","excluded","","excluded_large_or_raw_format"
"temp\raw_downloads\census_sipp\2019\longitudinal_weights\lgtwgt2019_csv.zip","335248",".zip","excluded","","excluded_large_or_raw_format"
"temp\raw_downloads\census_sipp\2019\primary\pu2019_csv.zip","135068548",".zip","excluded","","excluded_large_or_raw_format"
"temp\raw_downloads\census_sipp\2019\replicate_weights\rw2019_csv.zip","816926361",".zip","excluded","","excluded_large_or_raw_format"
"temp\raw_downloads\census_sipp\2020\longitudinal_replicate_weights\lgtrw2020yr2_csv.zip","31625884",".zip","excluded","","excluded_large_or_raw_format"
"temp\raw_downloads\census_sipp\2020\longitudinal_replicate_weights\lgtrw2020yr3_csv.zip","30276908",".zip","excluded","","excluded_large_or_raw_format"
"temp\raw_downloads\census_sipp\2020\longitudinal_weights\lgtwgt2020yr2_csv.zip","230724",".zip","excluded","","excluded_large_or_raw_format"
"temp\raw_downloads\census_sipp\2020\longitudinal_weights\lgtwgt2020yr3_csv.zip","216019",".zip","excluded","","excluded_large_or_raw_format"
"temp\raw_downloads\census_sipp\2020\primary\pu2020_csv.zip","139336635",".zip","excluded","","excluded_large_or_raw_format"
"temp\raw_downloads\census_sipp\2020\replicate_weights\rw2020_csv.zip","855732385",".zip","excluded","","excluded_large_or_raw_format"
"temp\raw_downloads\census_sipp\2021\longitudinal_replicate_weights\lgtrw2021yr2_csv.zip","45108837",".zip","excluded","","excluded_large_or_raw_format"
"temp\raw_downloads\census_sipp\2021\longitudinal_replicate_weights\lgtrw2021yr3_csv.zip","22727708",".zip","excluded","","excluded_large_or_raw_format"
"temp\raw_downloads\census_sipp\2021\longitudinal_replicate_weights\lgtrw2021yr4_csv.zip","21871942",".zip","excluded","","excluded_large_or_raw_format"
"temp\raw_downloads\census_sipp\2021\longitudinal_weights\lgtwgt2021yr2_csv.zip","337942",".zip","excluded","","excluded_large_or_raw_format"
"temp\raw_downloads\census_sipp\2021\longitudinal_weights\lgtwgt2021yr3_csv.zip","165487",".zip","excluded","","excluded_large_or_raw_format"
"temp\raw_downloads\census_sipp\2021\longitudinal_weights\lgtwgt2021yr4_csv.zip","152057",".zip","excluded","","excluded_large_or_raw_format"
"temp\raw_downloads\census_sipp\2021\primary\pu2021_csv.zip","157173933",".zip","excluded","","excluded_large_or_raw_format"
"temp\raw_downloads\census_sipp\2021\replicate_weights\rw2021_csv.zip","919424236",".zip","excluded","","excluded_large_or_raw_format"
"temp\raw_downloads\census_sipp\2022\longitudinal_replicate_weights\lgtrw2022yr2_csv.zip","20859806",".zip","excluded","","excluded_large_or_raw_format"
"temp\raw_downloads\census_sipp\2022\longitudinal_replicate_weights\lgtrw2022yr3_csv.zip","9993290",".zip","excluded","","excluded_large_or_raw_format"
"temp\raw_downloads\census_sipp\2022\longitudinal_weights\lgtwgt2022yr2_csv.zip","152655",".zip","excluded","","excluded_large_or_raw_format"
"temp\raw_downloads\census_sipp\2022\longitudinal_weights\lgtwgt2022yr3_csv.zip","70969",".zip","excluded","","excluded_large_or_raw_format"
"temp\raw_downloads\census_sipp\2022\primary\pu2022_csv.zip","116681072",".zip","excluded","","excluded_large_or_raw_format"
"temp\raw_downloads\census_sipp\2022\replicate_weights\rw2022_csv.zip","680412222",".zip","excluded","","excluded_large_or_raw_format"
"temp\raw_downloads\census_sipp\2023\longitudinal_replicate_weights\lgtrw2023yr2_csv.zip","34254170",".zip","excluded","","excluded_large_or_raw_format"
"temp\raw_downloads\census_sipp\2023\longitudinal_replicate_weights\lgtrw2023yr3_csv.zip","14550979",".zip","excluded","","excluded_large_or_raw_format"
"temp\raw_downloads\census_sipp\2023\longitudinal_replicate_weights\lgtrw2023yr4_csv.zip","7360439",".zip","excluded","","excluded_large_or_raw_format"
"temp\raw_downloads\census_sipp\2023\longitudinal_weights\lgtwgt2023yr2_csv.zip","254505",".zip","excluded","","excluded_large_or_raw_format"
"temp\raw_downloads\census_sipp\2023\longitudinal_weights\lgtwgt2023yr3_csv.zip","106859",".zip","excluded","","excluded_large_or_raw_format"
"temp\raw_downloads\census_sipp\2023\longitudinal_weights\lgtwgt2023yr4_csv.zip","52349",".zip","excluded","","excluded_large_or_raw_format"
"temp\raw_downloads\census_sipp\2023\primary\pu2023_csv.zip","109036604",".zip","excluded","","excluded_large_or_raw_format"
"temp\raw_downloads\census_sipp\2023\replicate_weights\rw2023_csv.zip","665305538",".zip","excluded","","excluded_large_or_raw_format"
"temp\raw_downloads\census_sipp\2024\longitudinal_replicate_weights\lgtrw2024yr2_csv.zip","29229496",".zip","excluded","","excluded_large_or_raw_format"
"temp\raw_downloads\census_sipp\2024\longitudinal_replicate_weights\lgtrw2024yr3_csv.zip","17825906",".zip","excluded","","excluded_large_or_raw_format"
"temp\raw_downloads\census_sipp\2024\longitudinal_replicate_weights\lgtrw2024yr4_csv.zip","5258774",".zip","excluded","","excluded_large_or_raw_format"
"temp\raw_downloads\census_sipp\2024\longitudinal_weights\lgtwgt2024yr2_csv.zip","218657",".zip","excluded","","excluded_large_or_raw_format"
"temp\raw_downloads\census_sipp\2024\longitudinal_weights\lgtwgt2024yr3_csv.zip","129296",".zip","excluded","","excluded_large_or_raw_format"
"temp\raw_downloads\census_sipp\2024\longitudinal_weights\lgtwgt2024yr4_csv.zip","38270",".zip","excluded","","excluded_large_or_raw_format"
"temp\raw_downloads\census_sipp\2024\primary\pu2024_csv.zip","102122301",".zip","excluded","","excluded_large_or_raw_format"
"temp\raw_downloads\census_sipp\2024\replicate_weights\rw2024_csv.zip","612924807",".zip","excluded","","excluded_large_or_raw_format"
"temp\raw_downloads\census_sipp\2025\longitudinal_replicate_weights\lgtrw2025yr2_csv.zip","26303318",".zip","excluded","","excluded_large_or_raw_format"
"temp\raw_downloads\census_sipp\2025\longitudinal_replicate_weights\lgtrw2025yr3_csv.zip","15711442",".zip","excluded","","excluded_large_or_raw_format"
"temp\raw_downloads\census_sipp\2025\longitudinal_replicate_weights\lgtrw2025yr4_csv.zip","9007006",".zip","excluded","","excluded_large_or_raw_format"
"temp\raw_downloads\census_sipp\2025\longitudinal_weights\lgtwgt2025yr2_csv.zip","196964",".zip","excluded","","excluded_large_or_raw_format"
"temp\raw_downloads\census_sipp\2025\longitudinal_weights\lgtwgt2025yr3_csv.zip","115675",".zip","excluded","","excluded_large_or_raw_format"
"temp\raw_downloads\census_sipp\2025\longitudinal_weights\lgtwgt2025yr4_csv.zip","63788",".zip","excluded","","excluded_large_or_raw_format"
"temp\raw_downloads\census_sipp\2025\primary\pu2025_csv.zip","88088487",".zip","excluded","","excluded_large_or_raw_format"
"temp\raw_downloads\census_sipp\2025\replicate_weights\rw2025_csv.zip","535845832",".zip","excluded","","excluded_large_or_raw_format"
"temp\scratch\cobra_source_job_vars_2018_2024.parquet","4421929",".parquet","excluded","","excluded_large_or_raw_format"
"temp\scratch\family_glitch_premium_vars_2018_2024.parquet","2787007",".parquet","excluded","","excluded_large_or_raw_format"
"temp\scratch\immigration_status_2018_2024.parquet","2008706",".parquet","excluded","","excluded_large_or_raw_format"
"temp\scratch\ira_insulin_health_need_2020_2023.parquet","1426760",".parquet","excluded","","excluded_large_or_raw_format"
"temp\scratch\rpritype1_2018_2024.parquet","1696011",".parquet","excluded","","excluded_large_or_raw_format"
